Support,Amine 1 or Additive 1,"1°, 2°, 3° Amine Ratio",MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2,Additive 3,Amine 2 or Additive 2  to Amine 1 Ratio,Additive 3 to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),Relative Humidity (%),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),Amine Efficiency (mmol/mmol),Time to Half Saturation (min),Time to 90% Saturation (min),Desorption Temperature (℃),Weight Loss Stability (%),Capacity Loss Stability (%),Cycle Number,Heat of Adsorption (kJ/mmol),DOI
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,50.00 ,11.67,0,0,0.00,0.00,0.00,729,0.94,8.10,0.00 ,0.04,60,300,0,0.49,0.07,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,60.00 ,14.00,0,0,0.00,0.00,0.00,729,0.94,8.10,0.00 ,0.04,60,300,10,0.51,0.07,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,70.00 ,16.33,0,0,0.00,0.00,0.00,729,0.94,8.10,0.00 ,0.04,60,300,20,0.74,0.10,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
R-CFA-SBA-15,BPEI,1.81:1.52:1,600,80.00 ,18.67,0,0,0.00,0.00,0.00,729,0.94,8.10,0.00 ,0.04,60,300,30,0.87,0.12,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,30.00 ,7.00,0,0,0.00,0.00,0.00,662,0.96,8.40,0.00 ,0.04,60,300,35,0.54,0.08,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,40.00 ,9.33,0,0,0.00,0.00,0.00,662,0.96,8.40,0.00 ,0.04,60,300,35,1.20,0.13,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,50.00 ,11.67,0,0,0.00,0.00,0.00,662,0.96,8.40,0.00 ,0.04,60,300,35,1.49,0.13,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,60.00 ,14.00,0,0,0.00,0.00,0.00,662,0.96,8.40,0.00 ,0.04,60,300,35,1.61,0.12,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,70.00 ,16.33,0,0,0.00,0.00,0.00,662,0.96,8.40,0.00 ,0.04,60,300,35,1.91,0.12,-,-,110,-,7.22,5,-,https://doi.org/10.1016/j.ccst.2023.100167
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,70.00 ,16.33,0,0,0.00,0.00,0.00,662,0.96,8.40,78.00 ,0.04,60,300,35,3.48,0.21,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
W-CFA-SBA-15,BPEI,1.81:1.52:1,600,80.00 ,18.67,0,0,0.00,0.00,0.00,662,0.96,8.40,0.00 ,0.04,60,300,35,0.10,0.01,-,-,-,-,-,-,-,https://doi.org/10.1016/j.ccst.2023.100167
ZN,BPEI,1.81:1.52:1,600,20.00 ,4.69,0,0,0.00,0.00,0.00,968,1.5,6.20,0.00 ,10.00,-,180,30,0.61,0.13,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,30.00 ,6.70,0,0,0.00,0.00,0.00,968,1.5,6.20,0.00 ,10.00,-,180,30,1.34,0.20,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,40.00 ,9.11,0,0,0.00,0.00,0.00,968,1.5,6.20,0.00 ,10.00,-,180,30,1.64,0.18,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,50.00 ,11.50,0,0,0.00,0.00,0.00,968,1.5,6.20,0.00 ,10.00,-,180,30,1.84,0.16,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,60.00 ,13.86,0,0,0.00,0.00,0.00,968,1.5,6.20,0.00 ,10.00,-,180,30,1.94,0.14,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,65.00 ,14.87,0,0,0.00,0.00,0.00,968,1.5,6.20,0.00 ,10.00,-,180,30,2.23,0.15,0.4,43.3,90,-,3.15,5,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,65.00 ,14.87,0,0,0.00,0.00,0.00,968,1.5,6.20,0.00 ,0.04,-,180,30,1.95,0.13,36.5,83.2,90,-,3.59,5,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,65.00 ,14.87,0,0,0.00,0.00,0.00,968,1.5,6.20,10.00 ,0.04,-,180,30,2.81,0.19,49.8,110.0,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,65.00 ,14.87,0,0,0.00,0.00,0.00,968,1.5,6.20,25.00 ,0.04,-,180,30,3.33,0.22,55.2,125.6,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,65.00 ,14.87,0,0,0.00,0.00,0.00,968,1.5,6.20,37.50 ,0.04,-,180,30,3.11,0.21,56.5,126.1,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
ZN,BPEI,1.81:1.52:1,600,70.00 ,16.08,0,0,0.00,0.00,0.00,968,1.5,6.20,0.00 ,10.00,-,180,30,2.09,0.13,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
SBA-15,BPEI,1.81:1.52:1,600,10.00 ,2.38,0,0,0.00,0.00,0.00,588,0.97,6.6,0.00 ,10.00,-,180,30,0.31,0.13,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
SBA-15,BPEI,1.81:1.52:1,600,30.00 ,7.00,0,0,0.00,0.00,0.00,588,0.97,6.6,0.00 ,10.00,-,180,30,0.49,0.07,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
SBA-15,BPEI,1.81:1.52:1,600,40.00 ,9.00,0,0,0.00,0.00,0.00,588,0.97,6.6,0.00 ,10.00,-,180,30,1.08,0.12,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
SBA-15,BPEI,1.81:1.52:1,600,50.00 ,10.83,0,0,0.00,0.00,0.00,588,0.97,6.6,0.00 ,10.00,-,180,30,1.30,0.12,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
SBA-15,BPEI,1.81:1.52:1,600,60.00 ,13.85,0,0,0.00,0.00,0.00,588,0.97,6.6,0.00 ,10.00,-,180,30,1.80,0.13,3.7,56.5,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,10.00 ,2.18,0,0,0.00,0.00,0.00,1241,0.9,2.90,0.00 ,10.00,-,180,30,0.24,0.11,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,12.00 ,2.64,0,0,0.00,0.00,0.00,1241,0.9,2.90,0.00 ,10.00,-,180,30,0.29,0.11,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,15.00 ,3.33,0,0,0.00,0.00,0.00,1241,0.9,2.90,0.00 ,10.00,-,180,30,0.40,0.12,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,18.00 ,4.09,0,0,0.00,0.00,0.00,1241,0.9,2.90,0.00 ,10.00,-,180,30,0.45,0.11,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,20.00 ,4.50,0,0,0.00,0.00,0.00,1241,0.9,2.90,0.00 ,10.00,-,180,30,0.54,0.12,2.1,38.9,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,30.00 ,10.00,0,0,0.00,0.00,0.00,1241,0.9,2.90,0.00 ,10.00,-,180,30,0.10,0.01,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,40.00 ,9.16,0,0,0.00,0.00,0.00,1241,0.9,2.90,0.00 ,10.00,-,180,30,0.03,0.00,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,20.00 ,4.39,0,0,0.00,0.00,0.00,1538,2.23,5.80,0.00 ,10.00,-,180,30,0.79,0.18,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,40.00 ,9.16,0,0,0.00,0.00,0.00,1538,2.23,5.80,0.00 ,10.00,-,180,30,1.74,0.19,1.3,44.3,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,50.00 ,11.46,0,0,0.00,0.00,0.00,1538,2.23,5.80,0.00 ,10.00,-,180,30,1.49,0.13,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MCM-41,BPEI,1.81:1.52:1,600,60.00 ,13.82,0,0,0.00,0.00,0.00,1538,2.23,5.80,0.00 ,10.00,-,180,30,1.52,0.11,-,-,-,-,-,-,-,https://doi.org/10.1021/jacsau.2c00553
MPS,BPEI,1.81:1.52:1,600,29.58 ,7.75 ,0 ,0 ,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,30,2.00,0.26,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.81:1.52:1,600,29.58 ,7.75 ,0,0,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,60,2.29,0.30,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.81:1.52:1,600,29.58 ,7.75 ,0,0,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,90,2.25,0.29,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.81:1.52:1,600,29.58 ,7.75 ,0,0,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,120,1.53,0.20,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.81:1.52:1,600,47.01 ,12.31 ,0,0,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,30,2.27,0.19,-,-,90,-,0.54,30,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.81:1.52:1,600,47.01 ,12.31 ,0,0,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,30,2.27,0.19,-,-,150,-,78.69,30,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.81:1.52:1,600,47.01 ,12.31 ,0,0,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,60,2.80,0.23,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.81:1.52:1,600,47.01 ,12.31 ,0,0,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,90,3.69,0.30,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.81:1.52:1,600,47.01 ,12.31 ,0,0,0.00,0.00,0.00,330.0,1.4,16.6,0.00 ,100.00,60,60,120,2.78,0.23,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.29 ,8.02,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,30,1.40,0.18,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.29 ,8.02,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,60,1.63,0.21,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.29 ,8.02,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,90,1.90,0.26,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,30.29 ,8.02,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,120,1.51,0.19,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66 ,12.30,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,30,1.61,0.13,-,-,90,-,1.06,30,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66 ,12.30,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,30,1.61,0.13,-,-,150,-,24.64,30,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66 ,12.30,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,60,2.09,0.16,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66 ,12.30,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,90,2.91,0.24,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
Mesoporous γ-Al2O3,BPEI,1.81:1.52:1,600,46.66 ,12.30,0,0,0.00,0.00,0.00,255.02,0.86,11.71,0.00 ,100.00,60,60,120,2.74,0.23,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,29.13 ,7.64,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,30,1.85,0.24,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,29.13 ,7.64,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,60,1.50,0.25,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,29.13 ,7.64,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,90,1.84,0.20,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,29.13 ,7.64,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,120,0.56,0.08,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,46.59 ,12.2,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,30,1.92,0.16,-,-,90,-,15.63,30,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,46.59 ,12.2,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,30,1.92,0.16,-,-,150,-,66.04,30,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,46.59 ,12.2,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,60,2.75,0.23,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,46.59 ,12.2,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,90,3.08,0.25,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
AC,BPEI,1.81:1.52:1,600,46.59 ,12.2,0,0,0.00,0.00,0.00,1224.86,1.09,6.46,0.00 ,100.00,60,60,120,1.83,0.15,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,30.98 ,8.15,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,30,2.92,0.36,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,30.98 ,8.15,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,60,2.67,0.33,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,30.98 ,8.15,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,90,2.32,0.29,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,30.98 ,8.15,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,120,1.42,0.18,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,47.79 ,12.54,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,30,4.17,0.33,-,-,90,-,1.08,30,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,47.79 ,12.54,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,30,4.17,0.33,-,-,150,-,8.08,30,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,47.79 ,12.54,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,60,4.10,0.33,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,47.79 ,12.54,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,90,3.80,0.31,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREHP20,BPEI,1.81:1.52:1,600,47.79 ,12.54,0,0,0.00,0.00,0.00,463.59,1.46,14.86,0.00 ,100.00,60,60,120,2.49,0.20,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,29.11 ,20.79,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,30,2.69,0.36,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,29.11 ,20.79,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,60,2.42,0.32,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,29.11 ,20.79,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,90,2.13,0.28,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,29.11 ,20.79,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,120,1.33,0.18,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,47.35 ,33.81,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,30,3.27,0.27,-,-,90,-,2.41,30,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,47.35 ,33.81,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,30,3.27,0.27,-,-,150,-,12.09,30,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,47.35 ,33.81,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,60,2.97,0.24,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,47.35 ,33.81,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,90,2.50,0.20,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
NPREXAD4,BPEI,1.81:1.52:1,600,47.35 ,33.81,0,0,0.00,0.00,0.00,907.55,1.34,6.54,0.00 ,100.00,60,60,120,1.45,0.12,-,-,-,-,-,-,-,https://doi.org/10.1021/acsami.1c17132
MPS,BPEI,1.88:1.25:1,350,48.60 ,11.7,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,30,2.66,0.23,0.9,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.88:1.25:1,350,48.60 ,11.7,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,45,2.70,0.23,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.88:1.25:1,350,48.60 ,11.7,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,60,2.71,0.23,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.88:1.25:1,350,48.60 ,11.7,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,75,3.19,0.27,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.88:1.25:1,350,48.60 ,11.7,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,90,3.79,0.32,0.9,2.1,130,-,60.88,10,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.88:1.25:1,350,48.60 ,11.7,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,90,3.79,0.32,0.9,2.1,150,-,80.59,10,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.88:1.25:1,350,48.60 ,11.7,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,105,3.79,0.32,0.9,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.88:1.25:1,350,48.60 ,11.7,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,120,2.99,0.26,0.9,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI, 1.83:1.27:1,600,48.20 ,11.9,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,30,2.58,0.22,3.2,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI, 1.83:1.27:1,600,48.20 ,11.9,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,45,2.44,0.20,0.9,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI, 1.83:1.27:1,600,48.20 ,11.9,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,60,2.69,0.23,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI, 1.83:1.27:1,600,48.20 ,11.9,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,75,3.10,0.26,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI, 1.83:1.27:1,600,48.20 ,11.9,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,90,3.78,0.32,0.9,2.3,130,-,59.99,10,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI, 1.83:1.27:1,600,48.20 ,11.9,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,90,3.78,0.32,0.9,2.3,150,-,77.14,10,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI, 1.83:1.27:1,600,48.20 ,11.9,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,105,3.90,0.33,0.9,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI, 1.83:1.27:1,600,48.20 ,11.9,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,120,3.05,0.26,1.0,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,10.00 ,2.34,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,30,0.66,0.28,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,10.00 ,2.34,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,45,0.53,0.23,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,10.00 ,2.34,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,60,0.43,0.18,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,10.00 ,2.34,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,75,0.35,0.15,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,10.00 ,2.34,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,90,0.27,0.11,0.8,2.1,130,-,61.52,10,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,10.00 ,2.34,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,90,0.27,0.11,0.8,2.1,150,-,69.90,10,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,10.00 ,2.34,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,105,0.20,0.08,0.9,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,10.00 ,2.34,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,120,0.12,0.05,0.8,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,17.20 ,3.99,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,30,1.15,0.29,0.7,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,17.20 ,3.99,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,45,1.19,0.30,0.7,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,17.20 ,3.99,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,60,1.09,0.27,0.7,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
MPS,BPEI,1.43:1.08:1,537,17.20 ,3.99,0,0,0.00,0.00,0.00,330,1.369,8.04,0.00 ,100.00,60,60,75,1.10,0.27,0.7,-,-,-,-,-,-,https://doi.org/10.1016/j.jcou.2018.07.007
